annual_inc,home_ownership,int_rate
72000,MORTGAGE,.1229
80000,RENT,.1699
100000,RENT,.1465
28000,MORTGAGE,.1153
50000,RENT,.1229
96000,MORTGAGE,.1786
95000,RENT,.1399
140000,MORTGAGE,.1229
56500,MORTGAGE,.1465
95000,RENT,.0692
50000,RENT,.1099
60000,RENT,.0668
74500,MORTGAGE,.1699
16260,OWN,.0692
128000,MORTGAGE,.0818
81888,MORTGAGE,.1153
30000,RENT,.0668
51000,MORTGAGE,.1399
113000,RENT,.1825
56000,OWN,.1269
92000,MORTGAGE,.1333
33000,RENT,.0917
75000,OWN,.0999
107000,MORTGAGE,.0692
135000,MORTGAGE,.1333
85000,OWN,.0999
80000,MORTGAGE,.1399
52000,MORTGAGE,.1399
76000,MORTGAGE,.1757
70000,MORTGAGE,.1333
47869.44,OWN,.1952
60000,RENT,.0789
65000,RENT,.0789
37440,MORTGAGE,.0789
135000,MORTGAGE,.1786
123000,MORTGAGE,.1229
108000,MORTGAGE,.0639
84000,RENT,.1229
62000,RENT,.2167
46000,RENT,.1333
57000,RENT,.1399
53000,RENT,.1229
100000,RENT,.1465
140000,OWN,.0917
66905,MORTGAGE,.1757
54855,MORTGAGE,.1399
48000,MORTGAGE,.1229
77000,MORTGAGE,.1153
142800,MORTGAGE,.0999
65000,MORTGAGE,.0818
100000,OWN,.0789
52000,RENT,.0668
90000,RENT,.0999
116000,MORTGAGE,.0818
97000,MORTGAGE,.1333
102000,MORTGAGE,.0789
25000,RENT,.0818
36000,RENT,.2049
32000,RENT,.2049
53000,RENT,.1399
32000,RENT,.1399
160000,MORTGAGE,.0999
36000,MORTGAGE,.1099
120000,RENT,.0999
64000,MORTGAGE,.0692
75000,MORTGAGE,.0789
195111.37,MORTGAGE,.1655
55000,RENT,.1153
35000,RENT,.1757
50000,OWN,.1153
31000,RENT,.1099
67000,RENT,.1099
189000,OWN,.0917
67500,MORTGAGE,.1229
52000,MORTGAGE,.0639
200000,RENT,.1399
64000,RENT,.1399
107285,RENT,.0818
40000,RENT,.0789
40000,MORTGAGE,.0999
175000,OWN,.0917
101749,RENT,.1153
25000,RENT,.0789
45000,OWN,.0818
56100,MORTGAGE,.1229
22753,RENT,.1153
43500,MORTGAGE,.0999
114000,MORTGAGE,.1825
280000,RENT,.1333
90000,MORTGAGE,.1269
102000,MORTGAGE,.2399
80800,MORTGAGE,.1655
32000,MORTGAGE,.1561
105000,RENT,.0593
175000,MORTGAGE,.0692
46000,RENT,.2167
100000,MORTGAGE,.0692
638000,MORTGAGE,.0999
104000,MORTGAGE,.0999
125000,RENT,.0639
115000,MORTGAGE,.1153
104000,MORTGAGE,.1825
55000,MORTGAGE,.0818
108000,MORTGAGE,.0818
110000,MORTGAGE,.0593
86528,MORTGAGE,.1561
100000,MORTGAGE,.1399
45000,RENT,.0917
102000,MORTGAGE,.1561
70000,RENT,.1884
70000,MORTGAGE,.0789
150000,MORTGAGE,.0789
120000,MORTGAGE,.1153
16000,RENT,.1884
87000,MORTGAGE,.1699
51000,RENT,.1399
130000,RENT,.1825
55000,MORTGAGE,.0593
75000,RENT,.0917
170000,RENT,.1269
50000,RENT,.0692
45200,RENT,.2167
47000,RENT,.1099
65000,RENT,.1699
50000,RENT,.1786
53000,MORTGAGE,.0917
100000,MORTGAGE,.0668
32900,RENT,.1655
55000,OWN,.1333
60000,RENT,.1229
78000,MORTGAGE,.0789
42120,RENT,.1229
84000,RENT,.0999
104000,RENT,.0668
125000,MORTGAGE,.1757
100000,MORTGAGE,.2399
80000,MORTGAGE,.0818
191000,MORTGAGE,.1099
50000,MORTGAGE,.0818
60000,MORTGAGE,.0999
39000,RENT,.1399
55000,MORTGAGE,.1655
42000,MORTGAGE,.1269
69000,RENT,.1655
37700,MORTGAGE,.1269
40000,RENT,.1655
120000,MORTGAGE,.0668
75000,MORTGAGE,.1099
90000,RENT,.1269
75000,RENT,.1561
41000,OWN,.1229
80000,MORTGAGE,.1229
36000,RENT,.1269
87000,OWN,.1465
600000,MORTGAGE,.0668
102000,RENT,.0999
55000,MORTGAGE,.1757
56000,MORTGAGE,.0999
115000,RENT,.1399
37334,MORTGAGE,.1269
82000,MORTGAGE,.1229
15000,RENT,.1465
46000,RENT,.1561
79500,RENT,.0999
49000,MORTGAGE,.1333
107000,MORTGAGE,.1952
52204,MORTGAGE,.1229
83000,RENT,.0593
195000,MORTGAGE,.1153
31000,RENT,.1229
550000,RENT,.1269
125000,RENT,.0593
110000,OWN,.1153
36000,RENT,.1786
45000,MORTGAGE,.0639
52000,OWN,.1333
42000,MORTGAGE,.1229
114500,MORTGAGE,.0668
150000,RENT,.2299
150000,MORTGAGE,.1153
81500,MORTGAGE,.1229
95000,RENT,.0639
130000,MORTGAGE,.1952
15000,MORTGAGE,.0917
96000,MORTGAGE,.1399
92000,RENT,.1269
36000,MORTGAGE,.1099
60000,OWN,.1399
31000,RENT,.1757
91000,MORTGAGE,.1561
85000,MORTGAGE,.1786
90000,RENT,.1269
57000,MORTGAGE,.1757
40000,RENT,.2399
62000,MORTGAGE,.1825
50000,RENT,.0789
135000,RENT,.1952
40000,RENT,.1952
80000,RENT,.1099
85000,MORTGAGE,.1465
65000,OWN,.1153
58080,RENT,.2499
50000,RENT,.1229
130000,OWN,.0999
34000,RENT,.0818
61000,MORTGAGE,.1786
32000,OWN,.1099
90000,MORTGAGE,.1884
95000,RENT,.1399
76000,RENT,.1655
65000,MORTGAGE,.0917
40000,MORTGAGE,.1099
24000,RENT,.1399
46000,MORTGAGE,.0789
77000,MORTGAGE,.2399
32000,RENT,.1561
40000,RENT,.1229
60000,RENT,.1269
25000,RENT,.1952
47000,RENT,.1655
220000,OWN,.1757
76500,RENT,.2299
30000,RENT,.1757
69000,MORTGAGE,.1399
90000,MORTGAGE,.1399
58000,RENT,.0692
70000,OWN,.1786
41000,RENT,.1655
109000,RENT,.2049
140000,MORTGAGE,.0692
75000,MORTGAGE,.1825
65000,MORTGAGE,.1333
72500,MORTGAGE,.1229
40000,MORTGAGE,.1952
59300,RENT,.0668
197600,MORTGAGE,.0639
90823,MORTGAGE,.1269
49000,MORTGAGE,.1153
58000,RENT,.1333
110000,OWN,.1825
35232,MORTGAGE,.1561
75000,RENT,.1153
165000,RENT,.0818
75000,MORTGAGE,.1153
150800,MORTGAGE,.0818
180000,RENT,.1333
50820,RENT,.1825
85000,MORTGAGE,.1099
75000,RENT,.0818
108000,MORTGAGE,.0593
42000,RENT,.1333
57392.4,MORTGAGE,.1952
37000,RENT,.1229
70000,MORTGAGE,.0999
46000,RENT,.1269
70000,MORTGAGE,.1465
85000,MORTGAGE,.1786
32000,RENT,.1757
130000,MORTGAGE,.1099
144739,OWN,.0818
50000,MORTGAGE,.1229
58000,MORTGAGE,.0692
50000,RENT,.0917
33792,MORTGAGE,.0668
38000,OWN,.0789
95000,MORTGAGE,.1099
54828,RENT,.0789
90000,MORTGAGE,.0692
14000,RENT,.1952
61800,RENT,.0789
35000,RENT,.1099
113000,RENT,.0789
100000,RENT,.0692
200000,MORTGAGE,.1333
40000,MORTGAGE,.1399
23000,RENT,.0999
150000,MORTGAGE,.0917
35000,RENT,.1655
35000,RENT,.1153
37000,MORTGAGE,.0999
70192,MORTGAGE,.2049
45000,RENT,.1333
43577,MORTGAGE,.1269
60000,RENT,.2167
35000,OWN,.1229
140000,MORTGAGE,.1825
39000,OWN,.0917
80000,MORTGAGE,.1333
254346.42,MORTGAGE,.0999
70000,RENT,.1229
102000,MORTGAGE,.1786
80000,RENT,.1099
50000,RENT,.0818
35000,RENT,.1399
45000,RENT,.1099
100000,MORTGAGE,.0692
78000,MORTGAGE,.1269
80000,MORTGAGE,.1561
104000,MORTGAGE,.0818
99060,MORTGAGE,.0789
55000,MORTGAGE,.1786
116200,MORTGAGE,.0818
50000,MORTGAGE,.2167
75000,RENT,.0692
100000,RENT,.1153
28500,RENT,.0789
88000,MORTGAGE,0.245
50000,RENT,.1786
41000,OWN,.0917
50000,RENT,.1099
42000,RENT,.1884
63000,RENT,.1099
120000,MORTGAGE,.1333
70000,OWN,.1333
65000,RENT,.0917
160000,MORTGAGE,.1952
51000,RENT,.1884
110000,OWN,.0668
51400,MORTGAGE,.0692
56000,MORTGAGE,.1757
100000,MORTGAGE,.1884
36000,OWN,.1465
150000,MORTGAGE,.0789
27000,MORTGAGE,.1399
103000,MORTGAGE,.1333
39000,RENT,.0999
132000,RENT,.1786
92000,MORTGAGE,.1099
50000,MORTGAGE,.2299
68950,RENT,.0999
60000,RENT,.1757
110000,RENT,.1153
81000,RENT,.1655
100000,MORTGAGE,.1229
32500,MORTGAGE,.1229
32000,RENT,.0999
56333,MORTGAGE,.0789
60000,MORTGAGE,.0818
58000,OWN,.0639
60000,MORTGAGE,.0639
60000,RENT,.1153
85000,RENT,.0999
105000,MORTGAGE,.1333
62000,MORTGAGE,.1825
64680,MORTGAGE,.1952
80000,MORTGAGE,.0668
48000,RENT,.0668
40000,RENT,.1269
40000,RENT,.0668
63000,MORTGAGE,.0692
65000,MORTGAGE,.2299
145000,RENT,.0818
144248,RENT,.1269
70000,RENT,.0818
150000,MORTGAGE,.0818
80000,MORTGAGE,.1786
60000,RENT,.0692
50000,MORTGAGE,.1399
51500,RENT,.1655
35635.2,RENT,.1229
63000,RENT,.0917
39000,RENT,.2299
64062,OWN,.1825
60000,MORTGAGE,.1333
34800,MORTGAGE,.1229
65000,RENT,.0639
32000,RENT,.1399
60000,MORTGAGE,.0917
74000,MORTGAGE,.0639
30000,OWN,.0917
135000,MORTGAGE,.0692
70000,MORTGAGE,.0692
63975,MORTGAGE,.0692
68000,MORTGAGE,.1099
23000,RENT,.0789
132000,RENT,.1699
45000,RENT,.2299
60000,MORTGAGE,.1399
69000,MORTGAGE,.2167
70000,MORTGAGE,.1229
58000,RENT,.0789
50000,MORTGAGE,.0668
150000,RENT,.1655
172000,MORTGAGE,.2399
89000,RENT,.1884
115000,MORTGAGE,.1399
56000,MORTGAGE,.1333
148000,RENT,.1465
35000,MORTGAGE,.1465
45000,RENT,.1825
30000,RENT,.1229
40000,MORTGAGE,.1655
81500,MORTGAGE,.2049
60000,MORTGAGE,.0917
240000,MORTGAGE,.0692
60000,MORTGAGE,.1884
76000,OWN,.1561
55000,MORTGAGE,.1465
124000,MORTGAGE,.2049
40000,OWN,.1229
52000,OWN,.0692
55000,MORTGAGE,.1655
29500,MORTGAGE,.1757
62000,MORTGAGE,.1399
70000,MORTGAGE,.1757
50000,RENT,.0593
35000,RENT,.1099
100000,MORTGAGE,.1757
75500,RENT,.1229
28600,RENT,.1269
155000,RENT,.1099
32000,OWN,.1229
91000,MORTGAGE,.1399
54051,OWN,.2299
46000,MORTGAGE,.1699
57000,MORTGAGE,.1757
117000,RENT,.0593
75000,MORTGAGE,.1269
38000,RENT,.2167
60000,RENT,.0999
25000,RENT,.1269
57000,MORTGAGE,.0917
90000,MORTGAGE,.2499
35000,RENT,.1399
76764,MORTGAGE,.1333
90000,MORTGAGE,.0999
75000,RENT,.0789
127000,RENT,.0789
85000,RENT,.1099
50000,RENT,.1099
37000,RENT,.0999
28000,OWN,.1399
45000,MORTGAGE,.1699
40000,RENT,.1333
101000,MORTGAGE,.1757
45000,OWN,.2299
60000,MORTGAGE,.2167
45000,RENT,.1269
145000,MORTGAGE,.0999
65000,MORTGAGE,.0917
38480,MORTGAGE,.1333
30000,OWN,.0789
50000,OWN,.1229
34500,OWN,.1757
62000,MORTGAGE,.0999
75000,MORTGAGE,.0668
192000,MORTGAGE,0.245
35000,RENT,.1099
90000,RENT,.0818
90000,MORTGAGE,.0692
104000,MORTGAGE,.0999
57000,MORTGAGE,.2399
121000,RENT,.1153
84400,MORTGAGE,.1099
111000,RENT,.0668
55000,RENT,.1153
40000,MORTGAGE,.0789
52000,OWN,.1655
50000,RENT,.1099
115000,MORTGAGE,.0818
64000,RENT,.1465
62000,MORTGAGE,.1153
26000,RENT,.1465
70000,MORTGAGE,.0668
43000,MORTGAGE,.1153
41000,RENT,.2049
76500,OWN,.1269
75000,MORTGAGE,.0789
65000,MORTGAGE,.0999
50000,MORTGAGE,.1269
38000,RENT,.1333
60000,MORTGAGE,.0789
46000,MORTGAGE,.1399
65000,MORTGAGE,.0999
75000,MORTGAGE,.1099
93000,MORTGAGE,.1399
100000,OWN,.0639
64800,MORTGAGE,.1333
109000,MORTGAGE,.0639
26500,RENT,.0789
38000,MORTGAGE,.1269
94000,MORTGAGE,.1399
72000,MORTGAGE,.1153
75000,MORTGAGE,.0692
56000,RENT,.1333
67000,MORTGAGE,.1561
45596.66,MORTGAGE,.0789
28080,MORTGAGE,.2167
38000,RENT,.1757
46000,OWN,.1269
60000,RENT,.1229
62000,MORTGAGE,.0818
140000,OWN,.0593
61000,RENT,.1333
52000,MORTGAGE,.0593
22349.04,OWN,.1561
110000,MORTGAGE,.1399
50000,MORTGAGE,.1333
60000,RENT,.0692
46000,RENT,.0999
70000,MORTGAGE,.1099
75000,MORTGAGE,.2167
44000,MORTGAGE,.0789
80000,MORTGAGE,.0692
215000,MORTGAGE,.2049
66000,RENT,.1952
131000,MORTGAGE,.1229
48000,RENT,.1399
42000,MORTGAGE,.1655
48000,RENT,.0999
47500,RENT,.1099
35000,RENT,.1655
30000,MORTGAGE,.1399
154000,MORTGAGE,.1269
70000,RENT,.1099
63000,MORTGAGE,.0917
40000,MORTGAGE,.1825
35000,RENT,.1561
60000,RENT,.0999
48000,RENT,.1825
100000,RENT,.1153
140000,RENT,.1099
185000,RENT,.1229
70000,MORTGAGE,.0692
80000,MORTGAGE,.1561
24000,RENT,.1884
61165,MORTGAGE,.1952
103000,RENT,.2583
40000,RENT,.0789
28000,RENT,.1333
85500,MORTGAGE,.0999
45000,RENT,.1333
105000,MORTGAGE,.1333
61000,MORTGAGE,.1465
31000,OWN,.1884
145000,OWN,.1399
56000,RENT,.1099
117000,RENT,.1269
85000,MORTGAGE,.1561
62000,MORTGAGE,.1333
50000,RENT,.0999
45000,MORTGAGE,.1952
69000,MORTGAGE,.1699
50000,MORTGAGE,.0789
145000,MORTGAGE,.1099
53000,OWN,.2167
50496,MORTGAGE,.0999
42000,RENT,.0639
43263,RENT,.1229
40100,RENT,.0999
66000,RENT,.1699
75000,MORTGAGE,.1333
41500,RENT,.1153
41900,RENT,.0692
34320,RENT,0.245
45000,RENT,.1269
42000,RENT,.0999
52424.59,RENT,.0789
30000,MORTGAGE,.1399
45000,MORTGAGE,.1655
65000,RENT,.1333
168480,MORTGAGE,.1757
45000,MORTGAGE,.1561
55000,MORTGAGE,.1757
60000,RENT,.0692
110000,MORTGAGE,.0692
43000,RENT,.1099
16000,RENT,.1952
107411,RENT,.1229
70000,MORTGAGE,.2399
35000,OWN,.1229
50000,RENT,.0917
47000,RENT,.1465
130000,MORTGAGE,.1655
65000,RENT,.1229
70000,MORTGAGE,.0789
70000,RENT,.1333
85000,MORTGAGE,.0999
41000,MORTGAGE,.1229
65000,MORTGAGE,.0789
30000,RENT,.1884
94596,MORTGAGE,.1655
37920,MORTGAGE,.0818
44000,RENT,.2167
48000,RENT,.2557
66000,RENT,.0789
45000,MORTGAGE,.1699
14000,OWN,.1153
31000,MORTGAGE,.2299
101000,MORTGAGE,.0692
92000,MORTGAGE,.0917
120000,RENT,.1399
51844,MORTGAGE,.1099
150000,RENT,.0917
135000,RENT,.1333
40306,RENT,.1333
56000,MORTGAGE,.0789
40000,RENT,.1465
110000,MORTGAGE,.0639
115000,MORTGAGE,.1655
27000,RENT,.1269
32000,MORTGAGE,.1699
112000,RENT,.0917
20000,RENT,.1153
26796,MORTGAGE,.1099
72000,MORTGAGE,.1229
91750,RENT,.1153
100000,OWN,.1786
70000,MORTGAGE,.1465
36000,RENT,.1269
23000,OWN,.1786
90000,RENT,.1333
122000,MORTGAGE,.0999
93000,MORTGAGE,.0789
193000,MORTGAGE,.0789
25000,OWN,.2167
75000,MORTGAGE,.0692
160000,MORTGAGE,.1465
54000,RENT,.1699
120000,MORTGAGE,.1333
59000,OWN,.1465
52000,RENT,.0999
45000,MORTGAGE,.0818
80000,OWN,.0999
35000,MORTGAGE,.0789
36000,RENT,.1099
80000,MORTGAGE,.1153
70000,MORTGAGE,.1153
180000,MORTGAGE,.1333
40000,MORTGAGE,.1699
75000,RENT,.0668
142000,MORTGAGE,.1757
40000,RENT,.1269
75268,MORTGAGE,.1333
58000,RENT,.1333
47000,MORTGAGE,.0789
126400,MORTGAGE,.1269
73440,MORTGAGE,.0639
50000,MORTGAGE,.0818
34000,RENT,.1333
30000,RENT,.1399
65000,MORTGAGE,.0999
39000,RENT,.1699
60000,MORTGAGE,.0999
76000,MORTGAGE,.1699
26000,RENT,.0818
42000,MORTGAGE,.1229
43000,MORTGAGE,.0789
78000,MORTGAGE,.2167
85000,RENT,.1399
90000,MORTGAGE,.1269
105000,RENT,.0999
100000,MORTGAGE,.0789
58000,RENT,.1153
43000,RENT,.0999
82000,MORTGAGE,.1229
43000,RENT,.1099
30000,RENT,.0789
30000,RENT,.1333
51000,RENT,.0917
62000,RENT,.2049
143000,MORTGAGE,.1399
37440,RENT,.1333
60000,MORTGAGE,.1229
48403,RENT,.1229
75000,RENT,.1269
250000,MORTGAGE,.0692
45000,RENT,.2557
75000,MORTGAGE,.0999
53730,MORTGAGE,.2399
225000,OWN,.0668
41172,MORTGAGE,.1269
110000,RENT,.1786
100000,RENT,.0999
85000,RENT,.0999
32000,MORTGAGE,.0999
36000,RENT,.0999
95000,MORTGAGE,.0789
65218.14,RENT,.0818
65000,MORTGAGE,.1757
26000,OWN,.1399
50000,RENT,.1465
46000,RENT,.0818
64000,RENT,.1229
63000,MORTGAGE,.1229
56000,RENT,.0917
70000,MORTGAGE,.1786
36000,MORTGAGE,.1465
24000,RENT,.1655
62000,MORTGAGE,.1333
130000,OWN,.1099
10000,RENT,.1229
51000,RENT,.1561
32500,OWN,.1465
38000,OWN,.1561
76000,MORTGAGE,.0818
65000,MORTGAGE,.0789
60000,RENT,.0668
105000,RENT,.0818
78000,MORTGAGE,.1333
30000,MORTGAGE,.0639
72000,MORTGAGE,.1269
60000,OWN,.1399
100000,MORTGAGE,.1333
80000,MORTGAGE,.0917
31000,RENT,.1229
73200,RENT,.1269
233000,RENT,.0917
90000,MORTGAGE,.1465
65500,MORTGAGE,.1153
100570,MORTGAGE,.1561
46000,RENT,.1269
95800,MORTGAGE,.1465
47000,RENT,.1153
39000,RENT,.1952
59373,OWN,.1786
56000,MORTGAGE,.1099
60000,RENT,.1333
42000,MORTGAGE,.1229
56000,MORTGAGE,.1099
55000,RENT,.2399
35000,RENT,.1399
31000,MORTGAGE,.1757
45000,MORTGAGE,.1269
114559,MORTGAGE,.1333
64000,OWN,.1399
105000,MORTGAGE,.0917
120000,OWN,.0999
36000,MORTGAGE,.2049
32240,RENT,.2167
49000,RENT,.0999
40000,RENT,.1229
39000,OWN,.0917
100000,MORTGAGE,.0917
32000,RENT,.1229
63000,MORTGAGE,.1333
60000,MORTGAGE,.1099
51000,RENT,.1757
42000,RENT,.1099
76800,OWN,.0692
54000,RENT,.1465
46274,MORTGAGE,.2299
50000,MORTGAGE,.1099
35000,RENT,.2167
71000,RENT,.0917
40000,RENT,.0818
48000,MORTGAGE,.1269
91000,MORTGAGE,.0692
78000,MORTGAGE,.0639
80000,RENT,.0818
40000,RENT,.1153
54000,RENT,.1099
80000,MORTGAGE,.1757
165000,MORTGAGE,.0917
64000,MORTGAGE,.0999
87000,MORTGAGE,.0639
55000,RENT,.1229
75000,MORTGAGE,.1884
133000,OWN,.0692
50000,OWN,.1825
37300,OWN,.1786
82000,MORTGAGE,.0999
96000,MORTGAGE,.1333
53000,MORTGAGE,.1399
50000,RENT,.0593
10000,RENT,.0818
160000,MORTGAGE,.0668
150000,OWN,.1399
55000,MORTGAGE,.1786
60000,MORTGAGE,.1561
45000,RENT,.1399
100000,OWN,.0818
90000,MORTGAGE,.1825
60000,MORTGAGE,.1699
40000,MORTGAGE,.0639
100210,MORTGAGE,.1153
48000,MORTGAGE,.1655
30000,RENT,.0917
53000,RENT,.1153
107737,MORTGAGE,.0917
119170,RENT,.0639
60000,MORTGAGE,.1099
77000,RENT,.1884
86000,MORTGAGE,.0692
62000,MORTGAGE,.0999
65000,RENT,.1229
30000,MORTGAGE,.1153
30000,RENT,.1699
30000,RENT,.1952
109000,MORTGAGE,.1465
83381,RENT,.1757
71000,OWN,.0789
225000,OWN,.1153
105000,RENT,.0593
25000,OWN,.1825
65000,OWN,.1786
300000,RENT,.1884
22000,RENT,.1884
25000,OWN,.1099
45000,MORTGAGE,.1229
120000,MORTGAGE,.0593
54000,MORTGAGE,.2049
70000,MORTGAGE,.1655
70422,RENT,.1153
54000,MORTGAGE,.1333
75000,RENT,.1786
30000,RENT,.1465
105000,MORTGAGE,.0593
140000,MORTGAGE,.0999
79200,MORTGAGE,.1229
95000,MORTGAGE,.1786
45000,RENT,.1269
62000,RENT,.1699
42000,RENT,.0999
54000,MORTGAGE,.0639
42000,MORTGAGE,.0818
28000,OWN,.1153
40000,RENT,.1465
135000,MORTGAGE,.1269
48500,RENT,.0668
39000,RENT,.1229
100000,RENT,.1153
45000,OWN,.1333
13000,RENT,.0999
145000,RENT,.1333
120000,MORTGAGE,.1229
70000,MORTGAGE,.1561
60000,MORTGAGE,.0818
85000,OWN,.1153
124000,MORTGAGE,.0999
50000,RENT,.1399
99000,RENT,.1229
81120,MORTGAGE,.1757
90000,RENT,.1153
100000,MORTGAGE,.1269
60000,OWN,.0593
57000,MORTGAGE,.0668
65000,MORTGAGE,.1399
32500,OWN,.0917
85000,MORTGAGE,.0818
51000,RENT,.1229
80000,MORTGAGE,.1153
60000,OWN,.1333
61000,MORTGAGE,.2299
106000,MORTGAGE,.1099
98000,MORTGAGE,.1655
75000,MORTGAGE,.0593
18000,OWN,.1229
102000,OWN,.1333
110000,MORTGAGE,.1269
74000,MORTGAGE,.0818
88270,MORTGAGE,.0789
125000,OWN,.0639
77000,RENT,.1333
95000,RENT,.0818
68000,OWN,.1465
60000,RENT,.1269
48000,OWN,.0789
110000,RENT,.1099
72000,RENT,.1099
110000,MORTGAGE,.1884
66500,RENT,.1561
39000,MORTGAGE,.0999
250000,RENT,.0789
130000,OWN,.0818
59387,MORTGAGE,.0917
28000,RENT,.1825
75000,RENT,.0789
35386,MORTGAGE,.0639
102000,OWN,.1099
52000,RENT,.1561
42000,RENT,.1399
98000,MORTGAGE,.1099
39000,RENT,.1561
102000,MORTGAGE,.1399
115000,RENT,.0692
130000,RENT,.1099
45000,RENT,.1269
17616,OWN,.1699
28000,OWN,.1952
110000,OWN,.1561
175000,OWN,.1269
75000,RENT,.1952
66000,MORTGAGE,.1561
117500,MORTGAGE,.0917
65000,MORTGAGE,.0789
62000,RENT,.0692
53000,RENT,.0789
39500,MORTGAGE,.0692
49187,RENT,.1229
110000,MORTGAGE,.0692
85000,OWN,.0999
50000,MORTGAGE,.1952
50000,RENT,.0593
275000,RENT,.0917
72000,RENT,.1333
82000,MORTGAGE,.0692
70000,MORTGAGE,.1561
60000,RENT,.1099
21000,MORTGAGE,.1229
100000,MORTGAGE,.1269
50000,MORTGAGE,.1399
55000,MORTGAGE,.1757
60000,MORTGAGE,.1153
51150,RENT,.1465
65000,MORTGAGE,.0818
28000,OWN,.0999
65200,RENT,.1269
97000,RENT,.1269
48000,RENT,.0593
68000,RENT,.1825
77930,MORTGAGE,.1099
56800,MORTGAGE,.0789
47380,RENT,.1699
60000,MORTGAGE,.1333
61000,RENT,.0789
21120,RENT,.1699
38000,RENT,.1229
48500,RENT,.1399
33000,RENT,.1786
75000,RENT,.1153
95000,MORTGAGE,.1561
445000,MORTGAGE,.0789
72000,RENT,.1153
70000,MORTGAGE,.1655
65000,MORTGAGE,.0639
125000,RENT,.1655
21000,RENT,.1153
96000,MORTGAGE,.0818
100000,MORTGAGE,.0593
24000,RENT,.1333
180000,MORTGAGE,.0639
73000,MORTGAGE,.1153
145000,RENT,.1465
69000,MORTGAGE,.0789
80000,MORTGAGE,.0818
57257.29,RENT,.1786
85000,MORTGAGE,.1153
26500,RENT,.1399
78000,MORTGAGE,.1561
125000,MORTGAGE,0.258
90000,RENT,.0789
67000,MORTGAGE,.0692
65000,MORTGAGE,.2499
29000,RENT,.1269
100000,OWN,.0999
47000,RENT,.1229
60000,MORTGAGE,.1465
130000,MORTGAGE,.1333
105000,MORTGAGE,.0818
40000,MORTGAGE,.1884
88000,MORTGAGE,.1465
190000,RENT,.0999
45000,RENT,.0818
53000,MORTGAGE,.1269
24240,MORTGAGE,.1699
40000,OWN,.1269
55000,RENT,.0692
38000,RENT,.0789
210000,RENT,.0692
50000,RENT,.0789
46000,MORTGAGE,.1153
41340,OWN,.0692
33000,RENT,.1655
125000,MORTGAGE,.1399
74000,RENT,.0692
65000,MORTGAGE,.1269
26840,RENT,.1333
90000,MORTGAGE,.1786
82000,MORTGAGE,.1099
54000,MORTGAGE,.1825
47000,MORTGAGE,.0639
76000,MORTGAGE,.1153
140000,MORTGAGE,.1269
150000,OWN,.1099
70000,RENT,.1465
45700,OWN,.0818
158004,RENT,.1884
75000,MORTGAGE,.1269
171000,OWN,.0789
53000,MORTGAGE,.1884
93000,MORTGAGE,.1333
52000,RENT,.1399
43000,MORTGAGE,.1952
65000,MORTGAGE,.0639
38000,MORTGAGE,.1465
275000,RENT,.0692
54096,MORTGAGE,.0999
87400,MORTGAGE,.1561
180000,MORTGAGE,.0999
96000,MORTGAGE,.1465
55350.54,RENT,.1229
95000,RENT,.0639
55000,MORTGAGE,.1269
92000,MORTGAGE,.1153
91000,RENT,.0999
45000,RENT,.1465
85000,OWN,.0917
90000,MORTGAGE,.1465
73000,MORTGAGE,.1699
47000,OWN,.1153
96000,MORTGAGE,.0639
51000,MORTGAGE,.1465
65000,RENT,.0917
75000,OWN,.0917
334000,MORTGAGE,.1269
120000,RENT,.1399
38000,MORTGAGE,.1269
49382,RENT,.2399
83000,MORTGAGE,.1561
70000,OWN,.1757
70000,MORTGAGE,.1153
80000,MORTGAGE,.0789
95000,RENT,.1825
42000,RENT,.0917
24000,MORTGAGE,.1561
41500,RENT,.0818
75000,RENT,.0999
72000,MORTGAGE,.1333
80000,RENT,.1561
85000,MORTGAGE,.1399
45000,OWN,.1884
95000,MORTGAGE,.0818
114966,MORTGAGE,.1269
82000,RENT,.0639
45000,RENT,.0692
70000,OWN,.1399
55000,MORTGAGE,.1229
120000,MORTGAGE,.0639
56000,RENT,.1229
106450,RENT,.2499
105000,MORTGAGE,.1229
65000,RENT,.0818
48000,RENT,.1399
120000,MORTGAGE,.0818
72000,RENT,.2167
50000,MORTGAGE,.1561
31000,RENT,.2557
64000,MORTGAGE,.1825
85000,MORTGAGE,.1655
43000,OWN,.1153
80000,OWN,.1655
47000,MORTGAGE,.1884
69000,OWN,.1757
97000,MORTGAGE,.0999
17000,RENT,.1099
100000,RENT,.0818
84000,MORTGAGE,.0692
39000,OWN,.1561
43000,MORTGAGE,.0789
62000,RENT,.1099
96000,MORTGAGE,.1099
80000,MORTGAGE,.1099
70000,MORTGAGE,.0917
110000,MORTGAGE,.0818
93000,MORTGAGE,.1757
72000,MORTGAGE,.0639
150000,MORTGAGE,.1465
52000,RENT,.2499
60000,MORTGAGE,.1229
91000,RENT,.1786
85000,MORTGAGE,.1786
40000,MORTGAGE,.1465
41000,RENT,.0917
118874,RENT,.0999
58000,RENT,.0639
120000,MORTGAGE,.0692
60000,MORTGAGE,.0789
133000,MORTGAGE,.1757
133000,MORTGAGE,.0692
40000,MORTGAGE,.0692
71000,MORTGAGE,.1399
85000,OWN,.0917
46000,MORTGAGE,.1153
30000,OWN,.0999
28000,OWN,.1399
90000,MORTGAGE,.1699
