Logit.Interest.Rate,Intercept,Amount.Requested,FICO.Score,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
1,1,10000,700,36,debt_consolidation,5.95%,NJ,OWN,5000,700-704,5,10752,0,4 years
1,1,16000,700,60,debt_consolidation,12.86%,WA,MORTGAGE,5427.42,700-704,11,19407,1,5 years
1,1,14500,700,36,debt_consolidation,28.29%,WA,MORTGAGE,5988.67,700-704,12,18020,2,10+ years
1,1,11000,700,36,debt_consolidation,18.89%,IL,RENT,3500,700-704,6,6811,1,2 years
1,1,15000,700,36,debt_consolidation,14.06%,NY,RENT,4458.33,700-704,15,7701,1,6 years
1,1,13500,700,60,debt_consolidation,12.59%,OR,MORTGAGE,8833.33,700-704,11,18978,0,2 years
1,1,20000,700,60,debt_consolidation,6.83%,WA,OWN,4000,700-704,6,5845,0,10+ years
1,1,18225,700,36,debt_consolidation,20.87%,MN,MORTGAGE,4850,700-704,7,37592,0,3 years
1,1,16000,700,60,debt_consolidation,15.33%,KY,MORTGAGE,3006.44,700-704,10,11011,0,10+ years
1,1,19000,700,60,debt_consolidation,22.41%,NY,RENT,4333.33,700-704,5,23016,1,2 years
1,1,24000,700,36,debt_consolidation,16.24%,NJ,RENT,4500,700-704,8,29098,1,10+ years
1,1,9450,700,36,credit_card,33.62%,FL,RENT,2750,700-704,17,14246,0,6 years
1,1,15000,700,36,debt_consolidation,16.15%,CA,RENT,9166.67,700-704,15,24563,1,< 1 year
1,1,7000,700,36,car,22.32%,CA,MORTGAGE,3041.67,700-704,13,15394,1,< 1 year
1,1,15000,700,36,wedding,13.75%,MI,MORTGAGE,4166.67,700-704,11,8014,4,2 years
1,1,10000,700,36,debt_consolidation,21.45%,CA,RENT,3750,700-704,4,18621,0,10+ years
1,1,20000,700,60,debt_consolidation,12.20%,VA,MORTGAGE,6666.67,700-704,12,20744,1,5 years
1,1,2200,700,36,debt_consolidation,3.27%,WA,OWN,6666.67,700-704,2,10142,0,5 years
1,1,30000,700,60,debt_consolidation,16.89%,NY,MORTGAGE,13999.17,700-704,14,61579,0,10+ years
1,1,19125,700,60,other,29.10%,GA,RENT,4166.67,700-704,14,28108,3,6 years
1,1,16000,700,36,debt_consolidation,18.23%,NY,RENT,4166.67,700-704,14,16309,0,1 year
1,1,28000,700,36,debt_consolidation,8.99%,LA,MORTGAGE,6666.67,700-704,6,14189,2,n/a
1,1,10000,700,36,other,26.44%,WA,MORTGAGE,5416.67,700-704,6,18652,1,6 years
1,1,25000,700,36,debt_consolidation,19.13%,CA,RENT,6083.33,700-704,19,14666,0,10+ years
1,1,16000,700,36,debt_consolidation,15.17%,KY,MORTGAGE,4166.67,700-704,6,1962,1,2 years
1,1,14075,700,36,debt_consolidation,11.02%,NY,MORTGAGE,10416.67,700-704,10,7653,3,10+ years
1,1,16000,700,36,debt_consolidation,15.86%,CA,MORTGAGE,3600,700-704,9,26357,2,3 years
1,1,24375,700,60,debt_consolidation,30.61%,PA,MORTGAGE,4708.33,700-704,18,49136,0,10+ years
1,1,6525,700,36,other,10.11%,MD,RENT,3166.67,700-704,3,2494,1,1 year
1,1,20000,700,36,debt_consolidation,16.35%,FL,MORTGAGE,4166.67,700-704,7,15917,0,1 year
1,1,10000,700,36,debt_consolidation,23.56%,WA,RENT,2750,700-704,4,14317,0,2 years
1,1,15000,700,36,other,16.89%,PA,MORTGAGE,6691.67,700-704,14,14488,3,3 years
1,1,5000,700,36,debt_consolidation,17.61%,CA,RENT,4583.33,700-704,4,4164,2,7 years
1,1,7500,700,36,credit_card,15.97%,WV,RENT,4833.33,700-704,8,3908,2,5 years
1,1,10000,700,36,debt_consolidation,9.14%,OH,MORTGAGE,5416.67,700-704,6,8119,1,7 years
1,1,8000,700,60,credit_card,18.78%,VT,MORTGAGE,11583.33,700-704,13,86700,0,10+ years
1,1,12000,700,60,credit_card,20.18%,WA,MORTGAGE,4166.67,700-704,10,18559,1,7 years
1,1,12000,700,60,credit_card,18.41%,CA,MORTGAGE,4666.67,700-704,14,13616,0,8 years
1,1,27575,700,36,credit_card,33.47%,PA,MORTGAGE,5750,700-704,21,24705,2,n/a
1,1,20000,700,36,debt_consolidation,9.57%,CA,RENT,3750,700-704,13,9775,1,10+ years
1,1,15000,700,36,credit_card,5.52%,WA,MORTGAGE,5416.67,700-704,9,13775,1,10+ years
1,1,10000,700,36,credit_card,7.23%,UT,MORTGAGE,3333.33,700-704,6,10793,2,1 year
1,1,5000,700,36,debt_consolidation,10.80%,NY,RENT,2500,700-704,7,2050,4,< 1 year
1,1,14400,700,36,debt_consolidation,20.52%,CA,RENT,3333.33,700-704,9,14073,1,3 years
1,1,19750,700,36,other,4.68%,FL,MORTGAGE,8333.33,700-704,9,11383,0,< 1 year
1,1,11950,700,36,other,21.22%,RI,MORTGAGE,5833.33,700-704,22,15962,1,8 years
1,1,20000,700,60,small_business,16.16%,IL,MORTGAGE,3750,700-704,9,19872,1,< 1 year
1,1,16000,700,60,debt_consolidation,5.21%,NY,MORTGAGE,17500,700-704,7,12643,1,5 years
1,1,30000,700,60,debt_consolidation,20.03%,GA,OWN,6250,700-704,2,7143,0,10+ years
1,1,20000,700,60,debt_consolidation,18.45%,OH,RENT,4250,700-704,10,11805,0,4 years
1,1,18000,700,36,credit_card,22.34%,MA,RENT,4583.33,700-704,13,17868,0,10+ years
1,1,32000,700,60,moving,8.14%,NC,MORTGAGE,16666.67,700-704,5,50330,2,8 years
1,1,10000,700,60,debt_consolidation,12.19%,CA,RENT,6800,700-704,24,8311,1,4 years
1,1,10500,700,36,major_purchase,5.42%,NY,RENT,5000,700-704,4,502,0,2 years
1,1,12000,700,60,credit_card,16.85%,VA,RENT,4333.33,700-704,15,17997,1,< 1 year
1,1,9000,700,36,wedding,24.88%,CA,MORTGAGE,5000,700-704,12,4621,3,6 years
1,1,35000,700,60,debt_consolidation,15.30%,MA,MORTGAGE,9000,700-704,8,41226,1,10+ years
1,1,35000,700,36,debt_consolidation,20.82%,TX,MORTGAGE,12333.33,700-704,23,36870,0,10+ years
1,1,12000,700,60,debt_consolidation,22.72%,NY,RENT,5000,700-704,19,9002,0,n/a
1,1,10000,700,36,debt_consolidation,29.13%,TX,MORTGAGE,8750,700-704,13,11125,2,< 1 year
1,1,1400,700,36,other,5.93%,NJ,OWN,4583.33,700-704,3,1029,0,1 year
1,1,25000,700,60,debt_consolidation,24.04%,CA,OWN,7750,700-704,10,20215,5,2 years
1,1,10000,700,36,debt_consolidation,10.81%,CA,RENT,7158.33,700-704,15,23152,0,6 years
1,1,4200,700,60,car,14.16%,NJ,RENT,3850,700-704,4,5718,0,2 years
0,1,1600,700,36,other,5.36%,RI,RENT,2427,700-704,5,7020,0,3 years
0,1,4500,700,36,credit_card,18.18%,UT,RENT,2166.67,700-704,8,5361,0,4 years
0,1,11500,700,36,credit_card,28.25%,CA,RENT,2750,700-704,6,9079,0,5 years
0,1,5000,700,36,debt_consolidation,24.50%,AL,MORTGAGE,6250,700-704,9,33705,0,6 years
0,1,4200,700,36,debt_consolidation,10.43%,CA,MORTGAGE,2254,700-704,7,4490,0,n/a
0,1,7000,700,36,debt_consolidation,7.38%,CA,RENT,3333.33,700-704,7,12168,0,< 1 year
0,1,4025,700,36,credit_card,15.32%,CA,MORTGAGE,5000,700-704,12,15943,0,8 years
0,1,17500,700,36,credit_card,23.64%,CA,MORTGAGE,3333.33,700-704,10,21483,0,8 years
0,1,4600,700,36,debt_consolidation,9.14%,MO,MORTGAGE,6500,700-704,9,12942,0,7 years
0,1,15000,700,36,credit_card,18.57%,CA,MORTGAGE,5000,700-704,13,33389,0,10+ years
0,1,10000,700,36,debt_consolidation,8.23%,NY,OWN,5833.33,700-704,15,11620,0,< 1 year
0,1,11500,700,36,debt_consolidation,10.47%,AL,RENT,2916.67,700-704,6,9562,0,< 1 year
0,1,14400,700,36,debt_consolidation,5.90%,CA,MORTGAGE,6833.33,700-704,15,10017,0,10+ years
0,1,2800,700,36,debt_consolidation,20.32%,CA,RENT,3250,700-704,4,8717,0,5 years
0,1,3000,700,36,debt_consolidation,32%,FL,RENT,1000,700-704,7,9730,0,n/a
0,1,3300,700,36,car,4.16%,FL,RENT,3730,700-704,7,3675,1,1 year
0,1,3800,700,36,major_purchase,15.45%,PA,MORTGAGE,5416.67,700-704,11,9266,0,10+ years
0,1,2800,700,36,other,27.76%,VA,RENT,3250,700-704,13,22401,0,10+ years
0,1,8000,700,36,debt_consolidation,23.93%,KY,RENT,2666.67,700-704,11,10128,0,5 years
0,1,4000,700,36,other,33.80%,FL,MORTGAGE,3333.33,700-704,12,12922,0,4 years
0,1,21000,700,36,small_business,16.53%,NY,MORTGAGE,18750,700-704,13,120538,0,10+ years
0,1,10000,700,36,debt_consolidation,18.15%,CA,RENT,5833.33,700-704,10,16894,0,4 years
0,1,11750,700,36,debt_consolidation,10.30%,NC,RENT,4583.33,700-704,6,5613,0,3 years
0,1,4200,700,36,home_improvement,15.83%,WA,MORTGAGE,7000,700-704,8,7167,0,10+ years
0,1,9550,700,36,debt_consolidation,14.33%,AL,MORTGAGE,4000,700-704,8,9128,0,3 years
0,1,10000,700,36,debt_consolidation,20.15%,NH,RENT,6083.33,700-704,3,924,0,< 1 year
0,1,10000,700,36,debt_consolidation,17.88%,CA,RENT,2500,700-704,6,11120,0,3 years
0,1,15000,700,36,debt_consolidation,11.70%,FL,RENT,6250,700-704,6,6622,0,6 years
0,1,8400,700,36,debt_consolidation,24.85%,CA,MORTGAGE,7583,700-704,9,342,0,< 1 year
0,1,13250,700,36,credit_card,24.96%,NJ,RENT,3333.33,700-704,13,16192,0,1 year
0,1,18000,700,36,debt_consolidation,10.34%,AZ,RENT,3540,700-704,8,14960,0,< 1 year
0,1,15500,700,36,home_improvement,16.36%,PA,RENT,9000,700-704,8,4097,4,10+ years
0,1,9000,700,36,small_business,21.53%,NC,RENT,3000,700-704,6,4602,0,< 1 year
0,1,5000,700,36,debt_consolidation,19.88%,TX,RENT,3200,700-704,7,387,0,3 years
0,1,6000,700,36,debt_consolidation,17.48%,NJ,RENT,6996.17,700-704,12,6252,0,10+ years
0,1,5000,700,36,debt_consolidation,18.48%,AZ,RENT,7083.33,700-704,6,2591,1,2 years
0,1,10000,700,36,credit_card,25.80%,CA,RENT,2833.33,700-704,8,6521,0,7 years
0,1,5650,700,36,debt_consolidation,16.49%,GA,MORTGAGE,5100,700-704,6,9863,0,1 year
0,1,2075,700,36,debt_consolidation,22%,SC,RENT,2250,700-704,5,7195,0,2 years
0,1,7000,700,36,small_business,15.79%,PA,MORTGAGE,4700,700-704,12,7012,0,1 year
0,1,8875,700,36,debt_consolidation,31.70%,TX,RENT,2160,700-704,19,17422,0,10+ years
0,1,11500,700,36,debt_consolidation,23.40%,FL,OWN,2833.33,700-704,8,17324,0,n/a
0,1,2000,700,36,major_purchase,2.44%,CA,RENT,2500,700-704,4,67,0,2 years
1,1,33500,705,60,credit_card,14.70%,LA,MORTGAGE,13863.42,705-709,12,27874,0,10+ years
1,1,14000,705,36,debt_consolidation,11.38%,NY,MORTGAGE,4500,705-709,22,18583,0,5 years
1,1,15000,705,60,debt_consolidation,13.65%,CA,RENT,2916.67,705-709,4,12786,0,< 1 year
1,1,11625,705,36,debt_consolidation,22.84%,NY,MORTGAGE,2833.33,705-709,6,27411,2,8 years
1,1,25000,705,60,debt_consolidation,14.11%,CO,MORTGAGE,7666.67,705-709,15,28748,3,8 years
1,1,10000,705,60,credit_card,17.70%,IL,MORTGAGE,5416.67,705-709,10,41329,0,10+ years
1,1,24000,705,60,small_business,8.96%,OR,RENT,5000,705-709,4,323,1,10+ years
1,1,25000,705,36,debt_consolidation,14.59%,MA,MORTGAGE,9000,705-709,11,22364,3,7 years
1,1,9950,705,36,debt_consolidation,24.21%,MI,MORTGAGE,2500,705-709,17,16618,1,10+ years
1,1,18400,705,60,debt_consolidation,22.53%,VA,MORTGAGE,7400,705-709,14,10439,2,10+ years
1,1,9500,705,36,debt_consolidation,24.06%,MO,MORTGAGE,2519.17,705-709,7,8673,1,10+ years
1,1,15000,705,36,other,5.10%,NY,RENT,3000,705-709,4,5936,1,3 years
1,1,10000,705,36,credit_card,9.77%,CA,RENT,3500,705-709,9,10912,1,2 years
1,1,25000,705,36,credit_card,15.88%,NY,RENT,7250,705-709,6,10770,2,10+ years
1,1,18225,705,60,debt_consolidation,32.19%,AL,MORTGAGE,7166.67,705-709,19,29219,2,4 years
1,1,25000,705,36,debt_consolidation,1.05%,CA,MORTGAGE,16666.67,705-709,7,2839,0,10+ years
1,1,15000,705,36,home_improvement,13.78%,MO,MORTGAGE,8750,705-709,8,21702,3,1 year
1,1,5000,705,36,debt_consolidation,21.49%,FL,RENT,3108.33,705-709,8,0,0,2 years
1,1,17325,705,60,debt_consolidation,30.24%,CA,RENT,3750,705-709,13,31362,1,9 years
1,1,17200,705,60,home_improvement,9.95%,CO,RENT,3666.67,705-709,4,2117,3,2 years
1,1,25000,705,36,debt_consolidation,24.64%,FL,RENT,8750,705-709,11,20798,1,< 1 year
1,1,14000,705,36,other,3.25%,NY,MORTGAGE,6250,705-709,14,7085,1,10+ years
1,1,15000,705,36,credit_card,19.16%,NJ,RENT,5000,705-709,18,13830,0,10+ years
1,1,9500,705,60,credit_card,24.88%,CA,RENT,6000,705-709,6,14621,2,10+ years
1,1,12000,705,60,home_improvement,13.91%,NV,MORTGAGE,7083.33,705-709,7,3923,2,7 years
1,1,30000,705,60,debt_consolidation,15.32%,NJ,MORTGAGE,12500,705-709,12,24124,2,10+ years
1,1,18000,705,36,debt_consolidation,10.08%,CA,RENT,6666.67,705-709,13,17773,0,7 years
1,1,8000,705,36,home_improvement,7.90%,NJ,MORTGAGE,4166.67,705-709,6,7419,1,n/a
1,1,30000,705,60,debt_consolidation,10.80%,NJ,RENT,7083.33,705-709,12,9121,0,10+ years
1,1,24375,705,36,debt_consolidation,10.86%,NV,OWN,10416.67,705-709,11,19981,0,6 years
1,1,22000,705,60,debt_consolidation,29.26%,NC,MORTGAGE,3912,705-709,8,21633,0,10+ years
1,1,35000,705,36,debt_consolidation,16.33%,NY,RENT,11000,705-709,15,13766,1,n/a
1,1,15000,705,36,small_business,3.44%,AK,RENT,6666.67,705-709,3,2698,0,< 1 year
1,1,15000,705,36,debt_consolidation,12.60%,MI,MORTGAGE,3500,705-709,7,13036,1,10+ years
1,1,10200,705,36,debt_consolidation,17.86%,CO,MORTGAGE,5833.33,705-709,9,9817,2,4 years
1,1,27050,705,60,credit_card,27.59%,WA,MORTGAGE,5025,705-709,13,40037,1,10+ years
1,1,3000,705,36,debt_consolidation,4.25%,SC,OWN,1200,705-709,4,1643,0,< 1 year
1,1,13475,705,36,debt_consolidation,28.27%,FL,MORTGAGE,5666.67,705-709,12,7722,1,7 years
1,1,25000,705,60,debt_consolidation,22.19%,PA,MORTGAGE,7083.33,705-709,8,9133,0,4 years
1,1,19000,705,60,debt_consolidation,27.65%,FL,RENT,3617.21,705-709,8,25692,0,3 years
1,1,17000,705,36,debt_consolidation,15.72%,AL,RENT,4333.33,705-709,5,19053,0,10+ years
1,1,4000,705,60,other,2.63%,CO,MORTGAGE,9417,705-709,5,13865,0,5 years
1,1,14500,705,36,debt_consolidation,27.78%,MI,MORTGAGE,6250,705-709,9,46129,0,10+ years
1,1,30100,705,60,home_improvement,3.31%,DC,MORTGAGE,8333.33,705-709,15,3737,3,6 years
1,1,20500,705,36,credit_card,30.95%,NV,MORTGAGE,4333.33,705-709,14,33294,0,10+ years
1,1,17900,705,60,debt_consolidation,7.36%,TX,RENT,5000,705-709,7,10217,0,10+ years
1,1,4000,705,36,debt_consolidation,25.95%,WI,MORTGAGE,3333.33,705-709,8,24937,0,1 year
1,1,3800,705,36,debt_consolidation,23.36%,SC,OWN,2641.67,705-709,3,8467,0,3 years
1,1,35000,705,60,debt_consolidation,27.13%,MI,OWN,10000,705-709,11,42867,0,1 year
1,1,4000,705,36,major_purchase,1.34%,CA,RENT,9583.33,705-709,8,5304,1,2 years
1,1,3600,705,36,educational,3.40%,FL,RENT,2000,705-709,8,2650,4,n/a
1,1,32000,705,36,other,9.96%,NH,MORTGAGE,19166.67,705-709,8,66885,1,5 years
1,1,20000,705,60,credit_card,23.54%,CA,MORTGAGE,5000,705-709,10,20062,3,10+ years
1,1,25000,705,36,debt_consolidation,18.36%,FL,MORTGAGE,14166.67,705-709,21,96169,0,10+ years
1,1,31000,705,60,debt_consolidation,11.48%,NY,RENT,5833.33,705-709,12,27120,0,< 1 year
1,1,15000,705,36,car,9.73%,VA,RENT,3000,705-709,9,7005,1,4 years
1,1,35000,705,36,debt_consolidation,17.17%,NY,MORTGAGE,39583.33,705-709,14,55965,2,10+ years
1,1,10450,705,36,debt_consolidation,21.33%,TX,RENT,2658.83,705-709,10,13371,1,10+ years
1,1,20000,705,60,debt_consolidation,15.61%,MD,MORTGAGE,7000,705-709,6,20642,2,10+ years
1,1,3000,705,36,house,12.06%,NV,RENT,2571.42,705-709,2,0,3,6 years
1,1,5750,705,36,credit_card,24.24%,NY,RENT,1675,705-709,18,8035,0,4 years
1,1,16000,705,60,debt_consolidation,12.26%,MO,MORTGAGE,2666.67,705-709,12,18008,1,< 1 year
1,1,20000,705,60,debt_consolidation,24.05%,MD,MORTGAGE,7416.67,705-709,11,14944,1,3 years
1,1,19000,705,36,credit_card,13.50%,CA,RENT,2964.67,705-709,9,11219,0,10+ years
1,1,8000,705,36,debt_consolidation,9.73%,NY,RENT,3750,705-709,8,16212,2,6 years
1,1,15000,705,36,debt_consolidation,14.02%,NY,RENT,3916.67,705-709,11,16355,1,7 years
1,1,21000,705,36,other,8.08%,CA,RENT,7916.67,705-709,6,6524,1,1 year
1,1,12000,705,60,credit_card,9.55%,VA,MORTGAGE,9750,705-709,9,17259,0,8 years
1,1,20000,705,36,debt_consolidation,9.07%,GA,RENT,5458.33,705-709,7,15389,0,2 years
1,1,30000,705,60,debt_consolidation,19.23%,NY,MORTGAGE,9250,705-709,15,45880,1,8 years
0,1,7200,705,36,debt_consolidation,24.82%,TX,RENT,5416.67,705-709,8,12017,0,7 years
0,1,12000,705,36,debt_consolidation,12.85%,IL,RENT,2708.33,705-709,8,12150,1,< 1 year
0,1,5000,705,36,debt_consolidation,17.22%,CA,OWN,4000,705-709,10,6023,0,10+ years
0,1,7000,705,36,debt_consolidation,23.02%,TX,MORTGAGE,6000,705-709,17,19634,2,6 years
0,1,6000,705,36,credit_card,18.20%,NY,MORTGAGE,5031.67,705-709,9,50935,0,10+ years
0,1,9000,705,36,debt_consolidation,3.98%,MD,MORTGAGE,6000,705-709,6,5659,0,7 years
0,1,4825,705,36,debt_consolidation,14.89%,UT,RENT,2400,705-709,14,6109,1,1 year
0,1,5600,705,36,debt_consolidation,16.54%,FL,RENT,1916.67,705-709,8,3373,0,5 years
0,1,12000,705,36,wedding,4.10%,WA,RENT,12500,705-709,9,22889,0,9 years
0,1,24000,705,36,debt_consolidation,13.55%,GA,MORTGAGE,7233.33,705-709,6,26039,0,< 1 year
0,1,20000,705,36,other,18.96%,KS,MORTGAGE,7501,705-709,17,17212,7,1 year
0,1,3200,705,36,debt_consolidation,16.17%,CA,MORTGAGE,3750,705-709,9,4283,1,6 years
0,1,2400,705,36,credit_card,11.20%,NY,RENT,2000,705-709,4,3055,0,10+ years
0,1,2000,705,36,other,20.50%,NY,MORTGAGE,6833.33,705-709,19,20653,5,5 years
0,1,8525,705,36,debt_consolidation,26.14%,MT,MORTGAGE,4583.33,705-709,8,31398,0,10+ years
0,1,10000,705,36,debt_consolidation,14.32%,MN,MORTGAGE,3666.67,705-709,9,17161,0,1 year
0,1,6000,705,36,credit_card,9.31%,TX,OWN,1750,705-709,14,5056,0,6 years
0,1,12000,705,36,debt_consolidation,3.11%,CA,MORTGAGE,10833.33,705-709,12,11941,0,2 years
0,1,6000,705,36,credit_card,33.64%,WI,RENT,4116.67,705-709,16,33746,0,1 year
0,1,15000,705,36,debt_consolidation,12.20%,AR,MORTGAGE,5000,705-709,9,3470,3,10+ years
0,1,5000,705,36,credit_card,15.93%,PA,MORTGAGE,6666.67,705-709,10,12307,0,7 years
0,1,6000,705,36,debt_consolidation,3.44%,CA,RENT,6333.33,705-709,13,7269,0,4 years
0,1,4000,705,60,car,13.17%,PA,RENT,3500,705-709,6,5915,0,3 years
0,1,15000,705,36,debt_consolidation,20.70%,NY,OWN,5416.67,705-709,20,25464,0,4 years
0,1,6000,705,36,small_business,20.59%,NY,OWN,5750,705-709,18,21440,0,10+ years
0,1,8500,705,36,debt_consolidation,6.58%,CA,MORTGAGE,5333.33,705-709,10,3432,0,10+ years
0,1,4000,705,36,debt_consolidation,15.89%,CA,MORTGAGE,4166.67,705-709,17,13745,1,10+ years
0,1,13200,705,36,credit_card,15.74%,NY,RENT,3791.67,705-709,10,16187,1,5 years
0,1,24000,705,60,debt_consolidation,20.98%,DC,OWN,8000,705-709,9,20247,0,2 years
0,1,4000,705,36,credit_card,24.11%,FL,RENT,4583.33,705-709,17,11351,0,1 year
0,1,3000,705,36,credit_card,22.03%,PA,MORTGAGE,5583.33,705-709,15,12968,0,3 years
0,1,12000,705,36,debt_consolidation,17.73%,CA,MORTGAGE,7300,705-709,9,38342,0,4 years
0,1,7750,705,36,debt_consolidation,6.51%,UT,MORTGAGE,2916.67,705-709,5,6889,0,6 years
0,1,9600,705,36,debt_consolidation,20.58%,NV,MORTGAGE,3833.33,705-709,9,44403,1,5 years
0,1,6000,705,36,credit_card,23.38%,VA,MORTGAGE,5000,705-709,15,46125,1,2 years
0,1,9000,705,36,credit_card,18.67%,NY,MORTGAGE,5833.33,705-709,12,12035,0,10+ years
0,1,10000,705,36,credit_card,6.83%,MA,RENT,4583.33,705-709,14,13511,0,7 years
0,1,13000,705,36,credit_card,24.50%,TX,RENT,4166.67,705-709,10,15534,0,6 years
0,1,2500,705,36,debt_consolidation,24.30%,NJ,RENT,2000,705-709,10,1523,0,2 years
0,1,3000,705,36,other,15.55%,DE,RENT,2000,705-709,5,1750,1,2 years
0,1,2400,705,36,debt_consolidation,11.23%,NC,RENT,2333.33,705-709,8,2075,0,4 years
0,1,10000,705,36,home_improvement,8.80%,NC,OWN,4000,705-709,17,10750,0,5 years
0,1,4325,705,36,other,17.77%,GA,RENT,4400,705-709,7,3365,0,2 years
0,1,14400,705,36,debt_consolidation,28.54%,MD,MORTGAGE,5083.33,705-709,12,4292,0,9 years
0,1,7000,705,36,other,24.01%,CA,MORTGAGE,10250,705-709,15,43306,0,2 years
0,1,18000,705,36,debt_consolidation,17.43%,TX,MORTGAGE,7750,705-709,17,29046,0,3 years
0,1,5000,705,36,major_purchase,10.12%,GA,RENT,9288.33,705-709,17,798,1,3 years
0,1,4800,705,36,credit_card,17.34%,NC,MORTGAGE,6250,705-709,7,4195,0,10+ years
0,1,8000,705,36,debt_consolidation,17.12%,PA,RENT,2500,705-709,13,7027,1,3 years
0,1,12000,705,36,home_improvement,14.57%,MA,MORTGAGE,5833.33,705-709,7,2701,0,9 years
0,1,10000,705,36,major_purchase,11.15%,GA,OWN,13333,705-709,12,36672,2,1 year
0,1,5675,705,36,debt_consolidation,29.40%,CA,RENT,2333.33,705-709,6,9687,1,5 years
0,1,10000,705,36,debt_consolidation,11.98%,CA,RENT,4166.67,705-709,9,10979,0,4 years
0,1,21000,705,60,debt_consolidation,16.18%,NY,MORTGAGE,7083.33,705-709,8,22298,1,9 years
0,1,12000,705,36,debt_consolidation,12.78%,VA,RENT,10000,705-709,9,23474,0,< 1 year
0,1,10000,705,36,credit_card,17.96%,NY,RENT,7500,705-709,8,52045,0,10+ years
0,1,10000,705,36,small_business,5.60%,VA,RENT,4000,705-709,7,8528,0,< 1 year
0,1,14000,705,60,debt_consolidation,19.52%,TX,MORTGAGE,6333.33,705-709,12,32213,0,< 1 year
0,1,10000,705,36,other,19.23%,VA,MORTGAGE,9150,705-709,16,43256,2,10+ years
0,1,8000,705,36,other,5.27%,CA,MORTGAGE,13389.15,705-709,6,7351,1,3 years
0,1,6700,705,36,credit_card,22.19%,KS,RENT,2708.33,705-709,10,6627,0,2 years
0,1,12700,705,36,debt_consolidation,10.53%,NJ,OWN,3333.33,705-709,6,8948,0,< 1 year
0,1,12000,705,36,debt_consolidation,16.98%,CT,RENT,3916.67,705-709,10,7489,0,3 years
0,1,7425,705,36,debt_consolidation,7.32%,NV,MORTGAGE,2500,705-709,6,5045,1,4 years
1,1,7450,710,36,debt_consolidation,3.30%,WA,MORTGAGE,5883.33,710-714,2,6416,1,10+ years
1,1,20000,710,36,debt_consolidation,15.09%,NC,RENT,8233.33,710-714,17,29756,2,< 1 year
1,1,18825,710,36,credit_card,13.08%,MI,RENT,4000,710-714,6,20694,1,4 years
1,1,10000,710,60,other,14.86%,MO,RENT,3916.67,710-714,9,5188,4,4 years
1,1,18000,710,60,debt_consolidation,4.93%,CA,RENT,5258.5,710-714,6,11596,0,10+ years
1,1,7500,710,36,home_improvement,26.56%,NH,MORTGAGE,5000,710-714,8,9047,1,10+ years
1,1,12000,710,36,major_purchase,31.34%,NY,OWN,4166.67,710-714,21,28703,2,3 years
1,1,12000,710,36,debt_consolidation,14.66%,FL,MORTGAGE,5000,710-714,11,13235,2,2 years
1,1,20000,710,60,small_business,13.94%,FL,MORTGAGE,8333.33,710-714,15,22246,0,10+ years
1,1,12000,710,36,credit_card,20.32%,AL,MORTGAGE,5166.67,710-714,9,10054,1,4 years
1,1,12300,710,36,debt_consolidation,19.26%,OH,MORTGAGE,5000,710-714,13,4460,2,10+ years
1,1,9000,710,60,debt_consolidation,5.74%,CA,RENT,3678.08,710-714,8,7556,2,4 years
1,1,20000,710,60,wedding,24.58%,TX,MORTGAGE,6000,710-714,14,12231,3,3 years
1,1,18000,710,60,other,22.93%,FL,RENT,5734.08,710-714,13,2819,0,4 years
1,1,18225,710,60,credit_card,22.61%,PA,RENT,3166.67,710-714,7,12233,2,4 years
1,1,10000,710,36,debt_consolidation,12.04%,CA,RENT,2791.67,710-714,6,12139,1,3 years
1,1,10050,710,36,debt_consolidation,6.07%,CA,RENT,2916.67,710-714,9,7413,1,6 years
1,1,20000,710,36,debt_consolidation,15.68%,TX,MORTGAGE,9160,710-714,9,32392,1,10+ years
1,1,20000,710,36,debt_consolidation,15.34%,FL,RENT,5166.67,710-714,8,12394,1,6 years
1,1,12000,710,36,debt_consolidation,19.41%,TX,MORTGAGE,8750,710-714,10,32028,1,4 years
1,1,23750,710,60,debt_consolidation,14.22%,CT,RENT,8333.33,710-714,12,10549,3,2 years
1,1,16950,710,60,debt_consolidation,26.62%,OK,MORTGAGE,3583.33,710-714,7,12588,3,10+ years
1,1,12000,710,60,home_improvement,16.67%,GA,MORTGAGE,9166.67,710-714,11,25165,0,2 years
1,1,16000,710,60,debt_consolidation,5.76%,NC,MORTGAGE,5083.33,710-714,7,8729,1,10+ years
1,1,20000,710,36,debt_consolidation,34.91%,TX,MORTGAGE,4583.33,710-714,8,6510,1,2 years
1,1,20675,710,36,credit_card,23.12%,NM,MORTGAGE,4333.33,710-714,12,8393,1,10+ years
1,1,5000,710,60,debt_consolidation,11.29%,NC,MORTGAGE,3083,710-714,5,1073,2,2 years
1,1,24175,710,36,home_improvement,7.66%,GA,RENT,6250,710-714,8,4681,1,10+ years
1,1,10000,710,36,debt_consolidation,11.52%,CA,RENT,4166.67,710-714,7,9817,1,4 years
1,1,5000,710,36,educational,11.21%,FL,RENT,3800,710-714,4,1575,4,3 years
1,1,24000,710,36,other,19.53%,MN,RENT,4583.33,710-714,5,21377,0,5 years
